imageUrl;title;description;wikipediaLink
http://commons.wikimedia.org/wiki/Special:FilePath/Marius%20J.%20Richters%20in%20z%27n%20atelier%20met%20z%27n%20werk%2C%201948.jpg;Marius Richters;Dutch painter (1878-1955);https://nl.wikipedia.org/wiki/Marius_Richters
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Emile%20Alexis%20Marie%20van%20der%20Kun.jpg;Emile Alexis Marie van der Kun;Dutch politician (1853-1914);https://nl.wikipedia.org/wiki/Emile_Alexis_Marie_van_der_Kun
http://commons.wikimedia.org/wiki/Special:FilePath/Marius%20Duintjer%2C%201937.jpg;Marius Duintjer;Dutch architect (1908–1983);https://nl.wikipedia.org/wiki/Marius_Duintjer
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Dirk%20Fock.jpg;Dirk Fock;Dutch leading politician (1858-1941);https://nl.wikipedia.org/wiki/Dirk_Fock_(1858-1941)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Dirk%20Bos.jpg;Dirk Bos;Dutch politician (1862–1916);https://nl.wikipedia.org/wiki/Dirk_Bos
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Hendrik%20Goeman%20Borgesius.jpg;Hendrik Goeman Borgesius;Dutch politician (1847-1917);https://nl.wikipedia.org/wiki/Hendrik_Goeman_Borgesius
http://commons.wikimedia.org/wiki/Special:FilePath/Mikio%20Oda%2002.jpg;Mikio Oda;Japanese triple jumper, long jumper (track and field), coach, journalist (1905-1998);https://nl.wikipedia.org/wiki/Mikio_Oda
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Eerke%20Albert%20Smidt.jpg;Eerke Albert Smidt;Dutch politician (1858-1925);https://nl.wikipedia.org/wiki/Eerke_Albert_Smidt
http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20van%20Waning%20in%20z%27n%20Haagsche%20atelier%2C%201928.jpg;Martin van Waning;Dutch artist and painter (1887-1972);https://nl.wikipedia.org/wiki/Martin_van_Waning
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Isa%C3%A4c%20Dignus%20Fransen%20van%20de%20Putte.jpg;Isaäc Dignus Fransen van de Putte;Dutch politician (1822-1902);https://nl.wikipedia.org/wiki/Isa%C3%A4c_Dignus_Fransen_van_de_Putte
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Emilius%20Henricus%20Josephus%20Maria%20van%20Zinnicq%20Bergmann.jpg;Emilius Henricus Josephus Maria van Zinnicq Bergmann;politician (1847-1908);https://nl.wikipedia.org/wiki/Emilius_Henricus_Josephus_Maria_van_Zinnicq_Bergmann
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Herman%20Schaepman.jpg;Herman Schaepman;Dutch politician, author, poet, hymnwriter (1844-1903);https://nl.wikipedia.org/wiki/Herman_Schaepman
http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Spanjaard%20-%20Onze%20Musici%20%281923%29.jpg;Martin Spanjaard;Dutch conductor and composer (1892-1942);https://nl.wikipedia.org/wiki/Martin_Spanjaard
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Christiaan%20Lucasse.jpg;Christiaan Lucasse;Dutch politician and lawyer (1852-1926);https://nl.wikipedia.org/wiki/Christiaan_Lucasse
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Henri%20Fran%C3%A7ois%20Rudolf%20Hubrecht.jpg;Henri François Rudolf Hubrecht;Dutch politician (1844–1926);https://nl.wikipedia.org/wiki/Henri_Fran%C3%A7ois_Rudolf_Hubrecht
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Frans%20Jozef%20Bolsius.jpg;Frans Jozef Bolsius;Dutch lawyer and politician (1869-1951);https://nl.wikipedia.org/wiki/Frans_Bolsius
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Cornelis%20Herman%20den%20Hertog.jpg;Cornelis Herman den Hertog;Dutch teacher, linguist and politician;https://nl.wikipedia.org/wiki/Cornelis_Herman_den_Hertog
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Henri%20Marchant.jpg;Henri Marchant;Dutch lawyer and politician (1869-1956);https://nl.wikipedia.org/wiki/Henri_Marchant
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Floris%20Willem%20van%20Styrum.jpg;Floris Willem van Styrum;Dutch politician, lawyer and judge (1855-1929);https://nl.wikipedia.org/wiki/Floris_Willem_van_Styrum_(1855-1929)
http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Vierdag%2C%201932.jpg;Maria Vierdag;Dutch swimmer (1905-2005);https://nl.wikipedia.org/wiki/Rie_Vierdag
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Frederik%20Bernard%20s%27Jacob.jpg;Frederik Bernard s'Jacob;Dutch politician and engineer (1850-1935);https://nl.wikipedia.org/wiki/Frederik_Bernard_s%27Jacob_(1850-1935)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Cornelis%20Pijnacker%20Hordijk.jpg;Cornelis Pijnacker Hordijk;Dutch politician (1847-1908);https://nl.wikipedia.org/wiki/Cornelis_Pijnacker_Hordijk
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Eduard%20Nicolaas%20Rahusen.jpg;Eduard Nicolaas Rahusen;Dutch lawyer and politician (1830-1913);https://nl.wikipedia.org/wiki/Eduard_Nicolaas_Rahusen
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Benjamin%20Marius%20Vlielander%20Hein.jpg;Benjamin Marius Vlielander Hein;Dutch politician (1838–1919);https://nl.wikipedia.org/wiki/Benjamin_Marius_Vlielander_Hein_(1838-1919)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Hubert%20van%20Asch%20van%20Wijck.jpg;Hubert van Asch van Wijck;Dutch politician (1867-1935);https://nl.wikipedia.org/wiki/Hubert_van_Asch_van_Wijck
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Dirk%20de%20Klerk.jpg;Dirk de Klerk;Dutch politician (1852-1920);https://nl.wikipedia.org/wiki/Dirk_de_Klerk
http://commons.wikimedia.org/wiki/Special:FilePath/No%C3%A9%20Vern%C3%A8de.jpg;Noé Vernède;Dutch politician (1902-1977);https://nl.wikipedia.org/wiki/No%C3%A9_Vern%C3%A8de
http://commons.wikimedia.org/wiki/Special:FilePath/Martinus%20Wilhelm%20Petri%20-%20Onze%20Musici%20%281923%29.jpg;Martinus Wilhelm Petri;Dutch musician (1853-1924);https://nl.wikipedia.org/wiki/Martinus_Wilhelm_Petri
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Hendrik%20Seret.jpg;Hendrik Seret;politician (1845-1912);https://nl.wikipedia.org/wiki/Hendrik_Seret
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Alphons%20Sassen%20van%20Vlierden.jpg;Alphons Sassen van Vlierden;politician (1844–1907);https://nl.wikipedia.org/wiki/Alphons_Sassen
http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Baron.jpg;Marie Baron;Dutch swimmer (1908–1948);https://nl.wikipedia.org/wiki/Marie_Baron
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Cornelis%20Jacob%20den%20Tex.jpg;Cornelis Jacob den Tex;Dutch politician (1855–1907);https://nl.wikipedia.org/wiki/Cornelis_Jacob_den_Tex
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Alexander%20Willem%20Frederik%20Idenburg.jpg;Alexander Willem Frederik Idenburg;Dutch army officer and politician (1861-1935);https://nl.wikipedia.org/wiki/Alexander_Willem_Frederik_Idenburg
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Gerardus%20Jacobus%20Goekoop.jpg;Gerardus Jacobus Goekoop;Dutch politician;https://nl.wikipedia.org/wiki/Gerardus_Jacobus_Goekoop
http://commons.wikimedia.org/wiki/Special:FilePath/Marius%20Kerrebijn%20-%20Onze%20Musici%20%281923%29.jpg;Marius Kerrebijn;1883 - certain 15 Jun 1930;https://nl.wikipedia.org/wiki/Marius_Kerrebijn
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Alexander%20van%20Sasse%20van%20Ysselt.jpg;Alexander van Sasse van Ysselt;Dutch politician (1852-1939);https://nl.wikipedia.org/wiki/Alexander_van_Sasse_van_Ysselt
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Frederik%20Willem%20Nicolaas%20Hugenholtz.jpg;Frederik Willem Nicolaas Hugenholtz;politician;https://nl.wikipedia.org/wiki/Frederik_Willem_Nicolaas_Hugenholtz
http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Oversloot%2C%201932.jpg;Puck Oversloot;swimmer (1914–2009);https://nl.wikipedia.org/wiki/Puck_Oversloot
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Geert%20van%20der%20Zwaag.jpg;Geert van der Zwaag;Dutch politician (1858-1923);https://nl.wikipedia.org/wiki/Geert_van_der_Zwaag
http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20van%20Eysden-Vink%201923.jpg;Marie van Eijsden-Vink;Dutch stage actor (1864-1953);https://nl.wikipedia.org/wiki/Marie_van_Eijsden-Vink
http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Vierdag.%20De%20lachende%2C%20sympathieke%20zwemster%2C%201928.jpg;Maria Vierdag;Dutch swimmer (1905-2005);https://nl.wikipedia.org/wiki/Rie_Vierdag
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Geuchien%20Zijlma.jpg;Geuchien Zijlma;Dutch politician (1842-1922);https://nl.wikipedia.org/wiki/Geuchien_Zijlma
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Gerrit%20Jan%20van%20Heek.jpg;Gerrit Jan van Heek;Dutch politician (1837-1915);https://nl.wikipedia.org/wiki/Gerrit_Jan_van_Heek_(1837-1915)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Harm%20Smeenge.jpg;Harm Smeenge;Dutch politician (1852-1935);https://nl.wikipedia.org/wiki/Harm_Smeenge
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Henri%20Adolphe%20van%20de%20Velde.jpg;Henri Adolphe van de Velde;Dutch politician (1855-1919);https://nl.wikipedia.org/wiki/Henri_Adolphe_van_de_Velde
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Herman%20Jacob%20Kist.jpg;Herman Jacob Kist;Dutch jurist and politician (1836-1912);https://nl.wikipedia.org/wiki/Herman_Jacob_Kist_(1836-1912)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Hendrik%20Lodewijk%20Drucker.jpg;Hendrik Lodewijk Drucker;Dutch politician (1857–1917);https://nl.wikipedia.org/wiki/Hendrik_Lodewijk_Drucker
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Hubert%20G%C3%A9rard%20Louis%20Regout.jpg;Hubert Gérard Louis Regout;Dutch entrepreneur and politician (1832-1905);https://nl.wikipedia.org/wiki/Hubert_G%C3%A9rard_Louis_Regout
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Hugo%20van%20Gijn.jpg;Hugo van Gijn;Dutch politician;https://nl.wikipedia.org/wiki/Hugo_van_Gijn
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Isa%C3%A4c%20Burchard%20Diederik%20van%20den%20Berch%20van%20Heemstede.jpg;Isaäc Burchard Diederik van den Berch van Heemstede;Dutch politician (1860–1917);https://nl.wikipedia.org/wiki/Isa%C3%A4c_Burchard_Diederik_van_den_Berch_van_Heemstede
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Abraham%20van%20Karnebeek.jpg;Abraham van Karnebeek;Dutch politician (1836-1925);https://nl.wikipedia.org/wiki/Abraham_van_Karnebeek
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Albertus%20van%20Naamen%20van%20Eemnes.jpg;Albertus van Naamen van Eemnes;President of the senate of the Netherlands 1889-1902;https://nl.wikipedia.org/wiki/Albertus_van_Naamen_van_Eemnes
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Allard%20van%20der%20Borch%20van%20Verwolde.jpg;Allard van der Borch van Verwolde;(1842-1919);https://nl.wikipedia.org/wiki/Allard_van_der_Borch_van_Verwolde_(1842-1919)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Alexander%20de%20Savornin%20Lohman.jpg;Alexander de Savornin Lohman;Dutch politician (1837-1924);https://nl.wikipedia.org/wiki/Alexander_de_Savornin_Lohman
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Bernardus%20Reinierus%20Franciscus%20van%20Vlijmen.jpg;Bernardus Reinierus Franciscus van Vlijmen;politician (1843-1919);https://nl.wikipedia.org/wiki/Bernardus_Reinierus_Franciscus_van_Vlijmen
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Anthony%20Ewoud%20Jan%20Nijsingh.jpg;Anthony Ewoud Jan Nijsingh;politician (1833-1921);https://nl.wikipedia.org/wiki/Anthony_Ewoud_Jan_Nijsingh
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Antonius%20Everdinus%20van%20Kempen.jpg;Antonius Everdinus van Kempen;Dutch politician and entrepreneur (1843-1902);https://nl.wikipedia.org/wiki/Antonius_Everdinus_van_Kempen
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Cornelis%20Lely.jpg;Cornelis Lely;Dutch civil servant and politician (1854-1929);https://nl.wikipedia.org/wiki/Cornelis_Lely
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Eduard%20Ellis%20van%20Raalte.jpg;Eduard Ellis van Raalte;Dutch lawyer and politician (1841–1921);https://nl.wikipedia.org/wiki/Eduard_Ellis_van_Raalte
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Franciscus%20Lieftinck.jpg;Franciscus Lieftinck;Dutch politician (1835-1917);https://nl.wikipedia.org/wiki/Franciscus_Lieftinck
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Frederic%20Joseph%20Maria%20Anton%20Reekers.jpg;Frederic Joseph Maria Anton Reekers;politician (1842-1922);https://nl.wikipedia.org/wiki/Frederic_Joseph_Maria_Anton_Reekers
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Derk%20Welt.jpg;Derk Welt;Dutch politician;https://nl.wikipedia.org/wiki/Derk_Welt
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Eduard%20Fokker.jpg;Eduard Fokker;Dutch lawyer and politician (1849–1936);https://nl.wikipedia.org/wiki/Eduard_Fokker
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Frederik%20van%20Bylandt.jpg;Frederik van Bylandt;Dutch politician (1841-1924);https://nl.wikipedia.org/wiki/Frederik_van_Bylandt
http://commons.wikimedia.org/wiki/Special:FilePath/Octaaf%20van%20Nispen%20tot%20Sevenaer%201912.jpg;Octaaf van Nispen tot Sevenaer;Dutch politician (1867-1956);https://nl.wikipedia.org/wiki/Octaaf_van_Nispen_tot_Sevenaer
http://commons.wikimedia.org/wiki/Special:FilePath/Marinus%20Vreugde%20naast%20plaquette%20van%20wijlen%20David%20en%20Greta%20Lobo%20-%20Braakensiek%2C%201927.jpg;Marinus Vreugde;Dutch sculptor (1880–1957);https://nl.wikipedia.org/wiki/Marinus_Vreugde
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281901%29%20-%20Hendrik%20van%20Lier.jpg;Hendrik van Lier;Dutch lawyer and politician (1828-1904);https://nl.wikipedia.org/wiki/Hendrik_van_Lier
http://commons.wikimedia.org/wiki/Special:FilePath/H.A.C.%20Banning.jpg;Hendrik Banning;Dutch politician;https://nl.wikipedia.org/wiki/Hendrik_Banning
http://commons.wikimedia.org/wiki/Special:FilePath/Gravin%20de%20Noailles%2C%20de%20bekende%20Fransche%20dichteres%2C%20poseert%20voor%20den%20kunstschilder%20Kees%20van%20Dongen%2C%201931.jpg;Anna de Noailles;Romanian-French writer (1876-1933);https://nl.wikipedia.org/wiki/Anna_de_Noailles
http://commons.wikimedia.org/wiki/Special:FilePath/Gravin%20de%20Noailles%2C%20de%20bekende%20Fransche%20dichteres%2C%20poseert%20voor%20den%20kunstschilder%20Kees%20van%20Dongen%2C%201931.jpg;Kees van Dongen;Dutch painter (1877–19999);https://nl.wikipedia.org/wiki/Kees_van_Dongen
http://commons.wikimedia.org/wiki/Special:FilePath/Ike%20Nienhuis%20en%20Mets%20Nienhuis.jpg;Ike Nienhuis;Dutch speed skater (1921-2001);https://nl.wikipedia.org/wiki/Ike_Nienhuis
http://commons.wikimedia.org/wiki/Special:FilePath/Huib%20Luns%20001.jpg;Huib Luns;Dutch painter and writer (1881-1942);https://nl.wikipedia.org/wiki/Huib_Luns
http://commons.wikimedia.org/wiki/Special:FilePath/Gerhardus%20Fabius%20%281806-1888%29%20-%20KONB11-38635.jpg;Gerhardus Fabius;Dutch politician (1806-1888);https://nl.wikipedia.org/wiki/Gerhardus_Fabius
http://commons.wikimedia.org/wiki/Special:FilePath/G.W.%20Kampsch%C3%B6er%2C%20nieuw%20Tweede%20Kamerlid%2C%201925.jpg;Gerardus Wilhelmus Kampschöer;Dutch politician;https://nl.wikipedia.org/wiki/Gerardus_Wilhelmus_Kampsch%C3%B6er
http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20Eyskens.jpg;Gaston Eyskens;Belgian prime minister (1905–1988);https://nl.wikipedia.org/wiki/Gaston_Eyskens
http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Cuypers%20-%20Onze%20Musici%20%281923%29.jpg;Hubert Cuypers;Dutch organist, composer and choir director (1873–1960);https://nl.wikipedia.org/wiki/Hubert_Cuypers
http://commons.wikimedia.org/wiki/Special:FilePath/Inhuldiging%20van%20burgemeester%20van%20Nieuwer-Amstel%2C%20mr.%20G.%20P.%20Haspels%20en%20z%27n%20vrouw%20bij%20installatie%2C%201932.jpg;Gerrit Haspels;Dutch politician;https://nl.wikipedia.org/wiki/Gerrit_Haspels
http://commons.wikimedia.org/wiki/Special:FilePath/Illustrator%20Wenckebach%2060%20jaar%2C%201920.jpg;Willem Wenckebach;Dutch painter and illustrator (1860–1937);https://nl.wikipedia.org/wiki/Willem_Wenckebach
http://commons.wikimedia.org/wiki/Special:FilePath/Griet%20Bijlsma.jpg;Grietje Bijlsma;Dutch speed skater;https://nl.wikipedia.org/wiki/Grietje_Bijlsma
http://commons.wikimedia.org/wiki/Special:FilePath/G.A.%20Bax%20%281911-1965%29.jpg;Gerrit Adriaan Bax;Dutch politician (1911-1965);https://nl.wikipedia.org/wiki/Gerrit_Adriaan_Bax_(1911-1965)
http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20Nolthenius%20-%20Onze%20Musici%20%281923%29.jpg;Hugo Nolthenius;Dutch composer (1848–1929);https://nl.wikipedia.org/wiki/Hugo_Nolthenius_(1848-1929)
http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20von%20Brucken%20Fock%20-%20Onze%20Musici%20%281923%29.jpg;Gerard von Brucken Fock;composer (1859-1935);https://nl.wikipedia.org/wiki/Gerard_von_Brucken_Fock
http://commons.wikimedia.org/wiki/Special:FilePath/H.%20F.%20Jantzen%20benoemd%20tot%20burgemeester%20van%20Westzaan%2C%201938.jpg;Hen Jantzen;Dutch mayor;https://nl.wikipedia.org/wiki/Hen_Jantzen
http://commons.wikimedia.org/wiki/Special:FilePath/Huib%20de%20Ru%2C%20W.A.%20van%20de%20Walle%20en%20Nico%20Schrier%20aan%20het%20werk%2C%201930.jpg;Nico Schrier;Dutch painter (1900-1989);https://nl.wikipedia.org/wiki/Nico_Schrier
http://commons.wikimedia.org/wiki/Special:FilePath/Huib%20de%20Ru%2C%20W.A.%20van%20de%20Walle%20en%20Nico%20Schrier%20aan%20het%20werk%2C%201930.jpg;Huib de Ru;Dutch glass artist;https://nl.wikipedia.org/wiki/Huib_de_Ru
http://commons.wikimedia.org/wiki/Special:FilePath/Huib%20de%20Ru%2C%20W.A.%20van%20de%20Walle%20en%20Nico%20Schrier%20aan%20het%20werk%2C%201930.jpg;Willem A. van de Walle;Dutch artist (1906-1995);https://nl.wikipedia.org/wiki/Willem_van_de_Walle
http://commons.wikimedia.org/wiki/Special:FilePath/Gonne%20Donkers.jpg;Gonne Donker;speed skater from the Netherlands;https://nl.wikipedia.org/wiki/Gonne_Donker
http://commons.wikimedia.org/wiki/Special:FilePath/G.%20Bramer.jpg;Gerrit Bramer;politician;https://nl.wikipedia.org/wiki/Gerrit_Bramer
http://commons.wikimedia.org/wiki/Special:FilePath/G.%20W.%20Kampsch%C3%B6er.%20Burgemeester%20der%20gemeente%20Monster%2C%201925.jpg;Gerardus Wilhelmus Kampschöer;Dutch politician;https://nl.wikipedia.org/wiki/Gerardus_Wilhelmus_Kampsch%C3%B6er
http://commons.wikimedia.org/wiki/Special:FilePath/Gerhard%20Badrian%20%281905-1944%29.jpg;Gerhard Badrian;German photographer and resistance fighter (1905-1944);https://nl.wikipedia.org/wiki/Gerhard_Badrian
http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20Bunk%20-%20Onze%20Musici%20%281923%29.jpg;Gerard Bunk;Dutch composer, pianist, and organist (1888–1958);https://nl.wikipedia.org/wiki/Gerard_Bunk
http://commons.wikimedia.org/wiki/Special:FilePath/Hildo%20Krop%20in%20z%27n%20atelier%2C%201927.jpg;Hildo Krop;Dutch sculptor and designer (1884-1970);https://nl.wikipedia.org/wiki/Hildo_Krop
http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20Hekking%20-%20Onze%20Musici%20%281923%29.jpg;Gérard Hekking;French musician (1879-1942);https://nl.wikipedia.org/wiki/G%C3%A9rard_Hekking
http://commons.wikimedia.org/wiki/Special:FilePath/Gillis%20Johannis%20le%20F%C3%A8vre%20de%20Montigny%20%281837-1907%29.jpg;Gillis Le Fèvre;politician (1837-1907);https://nl.wikipedia.org/wiki/Gillis_Johannis_le_F%C3%A8vre_de_Montigny_(1837-1907)
http://commons.wikimedia.org/wiki/Special:FilePath/Groningse%20kunstenaar%20Josef%20Cohen%20in%20zijn%20studeerkamer%20bezig%20aan%20zijn%20nieuwste%20werk%2C%201935.jpg;Josef Cohen;Dutch writer;https://nl.wikipedia.org/wiki/Josef_Cohen
http://commons.wikimedia.org/wiki/Special:FilePath/Iet%20Koster-Van%20Feggelen%2C%20Nel%20van%20Vliet%20en%20haar%20leidster%2C%20Truus%20Klapwijk%2C%201947.jpg;Truus Klapwijk;Dutch swimmer (1904–1991);https://nl.wikipedia.org/wiki/Truus_Klapwijk
http://commons.wikimedia.org/wiki/Special:FilePath/Groepsportret%20voor%20opening%20expositie%20van%20Piet%20van%20Wijngaerdt%20en%20Barend%20Jordens%20in%20het%20Amsterdams%20Stedelijk%20Museum%2C%201925.jpg;Louis Saalborn;Dutch actor, theatre director and painter (1891-1957);https://nl.wikipedia.org/wiki/Louis_Saalborn
http://commons.wikimedia.org/wiki/Special:FilePath/Groepsportret%20voor%20opening%20expositie%20van%20Piet%20van%20Wijngaerdt%20en%20Barend%20Jordens%20in%20het%20Amsterdams%20Stedelijk%20Museum%2C%201925.jpg;Piet van Wijngaerdt;Dutch painter (1873-1964);https://nl.wikipedia.org/wiki/Piet_van_Wijngaerdt
http://commons.wikimedia.org/wiki/Special:FilePath/H.A.%20van%20Oosterzee%2C%201923.jpg;Hermannus Adrianus van Oosterzee;Dutch painter (1863-1933);https://nl.wikipedia.org/wiki/Herman_van_Oosterzee
http://commons.wikimedia.org/wiki/Special:FilePath/H.%20F.%20Jantzen%20benoemd%20tot%20burgemeester%20der%20Westzaan%2C%201938.jpg;Hen Jantzen;Dutch mayor;https://nl.wikipedia.org/wiki/Hen_Jantzen
http://commons.wikimedia.org/wiki/Special:FilePath/Inrichten%20van%20de%20tentoonstelling%20van%20Belgische%20kunst%20in%20het%20Rijksmuseum%2C%201940.jpg;Felix Timmermans;Flemish writer (1886-1947);https://nl.wikipedia.org/wiki/Felix_Timmermans
http://commons.wikimedia.org/wiki/Special:FilePath/Gonne%20Donkers%20en%20Jan%20Langedijk.jpg;Gonne Donker;speed skater from the Netherlands;https://nl.wikipedia.org/wiki/Gonne_Donker
http://commons.wikimedia.org/wiki/Special:FilePath/Gonne%20Donkers%20en%20Jan%20Langedijk.jpg;Jan Langedijk;Dutch speed skater (1910–1981);https://nl.wikipedia.org/wiki/Jan_Langedijk
http://commons.wikimedia.org/wiki/Special:FilePath/Gonne%20Donkers%2C%20Nederlands%20kampioen%201940.jpg;Gonne Donker;speed skater from the Netherlands;https://nl.wikipedia.org/wiki/Gonne_Donker
http://commons.wikimedia.org/wiki/Special:FilePath/G.%20Mesdag-van%20Calcar%2C%201927.jpg;Geesje Mesdag-van Calcar;Dutch painter (1850-1936);https://nl.wikipedia.org/wiki/Geesje_Mesdag-van_Calcar
http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20Knuvelder.jpg;Gerard Knuvelder;Dutch writer (1902–1982);https://nl.wikipedia.org/wiki/Gerard_Knuvelder
http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20%28%27Beppo%27%29%20P.S.%20Occhialini%20%281907%E2%80%931993%29%20and%20Patrick%20M.S.%20Blackett%20%281897%E2%80%931974%29%20in%201932%20or%201933.png;Giuseppe Occhialini;Italian physicist, who contributed to the discovery of the pion or pi-meson decay;https://nl.wikipedia.org/wiki/Giuseppe_Occhialini
http://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe%20%28%27Beppo%27%29%20P.S.%20Occhialini%20%281907%E2%80%931993%29%20and%20Patrick%20M.S.%20Blackett%20%281897%E2%80%931974%29%20in%201932%20or%201933.png;Patrick Blackett;British physicist (1897–1974);https://nl.wikipedia.org/wiki/Patrick_Blackett
