Date;Full institution name;Commons category;Commons category URL;Category depth;Total images available;Distinct images used;Image reuse percentage;Distinct articles;Number of languages;Total usages;Average image reuse;HTML URL;Excel URL
04-09-2024;Nationaal Archief;Images from Nationaal Archief;https://commons.wikimedia.org/wiki/Category:Images_from_Nationaal_Archief;1;425.007;25.884;6,09;100.120;275;125.681;4,86;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ImagesfromNationaalArchief_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ImagesfromNationaalArchief_Wikipedia_NS0_04092024.xlsx
04-09-2024;Wereldmuseum Amsterdam;Images from the Tropenmuseum;https://commons.wikimedia.org/wiki/Category:Images_from_the_Tropenmuseum;5;57.516;9.014;15,67;20.289;194;29.958;3,32;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ImagesfromtheTropenmuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ImagesfromtheTropenmuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Rijksdienst voor het Cultureel Erfgoed;Images from the Rijksdienst voor het Cultureel Erfgoed;https://commons.wikimedia.org/wiki/Category:Images_from_the_Rijksdienst_voor_het_Cultureel_Erfgoed;3;486.346;23.471;4,83;15.341;129;31.955;1,36;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ImagesfromtheRijksdienstvoorhetCultureelErfgoed_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ImagesfromtheRijksdienstvoorhetCultureelErfgoed_Wikipedia_NS0_04092024.xlsx
04-09-2024;Van Gogh Museum;Collections of the Van Gogh Museum;https://commons.wikimedia.org/wiki/Category:Collections_of_the_Van_Gogh_Museum;5;3.247;1.119;34,46;7.257;159;14.839;13,26;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionsoftheVanGoghMuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionsoftheVanGoghMuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Beeld & Geluid;Media from Beeld en Geluid Wiki;https://commons.wikimedia.org/wiki/Category:Media_from_Beeld_en_Geluid_Wiki;1;3.113;1.480;47,54;6.353;167;7.551;5,10;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/MediafromBeeldenGeluidWiki_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/MediafromBeeldenGeluidWiki_Wikipedia_NS0_04092024.xlsx
04-09-2024;Universiteitsbibliotheek Leiden;Collections of Leiden University Library;https://commons.wikimedia.org/wiki/Category:Collections_of_Leiden_University_Library;5;194.097;3.397;1,75;6.306;168;8.288;2,44;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionsofLeidenUniversityLibrary_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionsofLeidenUniversityLibrary_Wikipedia_NS0_04092024.xlsx
04-09-2024;KB, nationale bibliotheek van Nederland;Media contributed by Koninklijke Bibliotheek;https://commons.wikimedia.org/wiki/Category:Media_contributed_by_Koninklijke_Bibliotheek;0;30.656;1.931;6,30;5.012;150;6.368;3,30;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/MediacontributedbyKoninklijkeBibliotheek_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/MediacontributedbyKoninklijkeBibliotheek_Wikipedia_NS0_04092024.xlsx
04-09-2024;Kröller-Müller Museum;Artwork in the Kröller-Müller Museum;https://commons.wikimedia.org/wiki/Category:Artwork_in_the_Kröller-Müller_Museum;4;1.383;612;44,25;2.466;141;5.575;9,11;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ArtworkintheKröller-MüllerMuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ArtworkintheKröller-MüllerMuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;IISG;Images from IISG;https://commons.wikimedia.org/wiki/Category:Images_from_IISG;0;1.495;266;17,79;2.411;195;2.526;9,50;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ImagesfromIISG_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ImagesfromIISG_Wikipedia_NS0_04092024.xlsx
04-09-2024;Noord-Hollands Archief;Images from Noord-Hollands Archief;https://commons.wikimedia.org/wiki/Category:Images_from_Noord-Hollands_Archief;2;13.181;1.226;9,30;2.250;80;2.572;2,10;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ImagesfromNoord-HollandsArchief_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ImagesfromNoord-HollandsArchief_Wikipedia_NS0_04092024.xlsx
04-09-2024;Amsterdam Museum;Collections of the Amsterdam Museum;https://commons.wikimedia.org/wiki/Category:Collections_of_the_Amsterdam_Museum;7;27.854;932;3,35;1.976;98;2.512;2,70;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionsoftheAmsterdamMuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionsoftheAmsterdamMuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Teylers Museum;Collections of the Teylers Museum;https://commons.wikimedia.org/wiki/Category:Collections_of_the_Teylers_Museum;5;1.964;595;30,30;1.672;98;2.284;3,84;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionsoftheTeylersMuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionsoftheTeylersMuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Het Utrechts Archief;Images from Het Utrechts Archief;https://commons.wikimedia.org/wiki/Category:Images_from_Het_Utrechts_Archief;0;28.966;1.215;4,19;1.134;45;1.843;1,52;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ImagesfromHetUtrechtsArchief_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ImagesfromHetUtrechtsArchief_Wikipedia_NS0_04092024.xlsx
04-09-2024;Kunstmuseum Den Haag;Collection of Kunstmuseum Den Haag;https://commons.wikimedia.org/wiki/Category:Collection_of_Kunstmuseum_Den_Haag;5;1.169;282;24,12;943;83;1.428;5,06;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionofKunstmuseumDenHaag_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionofKunstmuseumDenHaag_Wikipedia_NS0_04092024.xlsx
04-09-2024;Rijksmuseum Boerhaave;Collection of Museum Boerhaave Leiden;https://commons.wikimedia.org/wiki/Category:Collection_of_Museum_Boerhaave_Leiden;2;235;67;28,51;740;128;815;12,16;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionofMuseumBoerhaaveLeiden_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionofMuseumBoerhaaveLeiden_Wikipedia_NS0_04092024.xlsx
04-09-2024;Rijksmuseum Twenthe;Rijksmuseum Twenthe;https://commons.wikimedia.org/wiki/Category:Rijksmuseum_Twenthe;4;787;170;21,60;649;118;711;4,18;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/RijksmuseumTwenthe_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/RijksmuseumTwenthe_Wikipedia_NS0_04092024.xlsx
04-09-2024;Universiteitsbibliotheek Utrecht;Collections of Utrecht University Library;https://commons.wikimedia.org/wiki/Category:Collections_of_Utrecht_University_Library;5;829;261;31,48;447;55;719;2,75;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionsofUtrechtUniversityLibrary_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionsofUtrechtUniversityLibrary_Wikipedia_NS0_04092024.xlsx
04-09-2024;Literatuurmuseum;Literatuurmuseum;https://commons.wikimedia.org/wiki/Category:Literatuurmuseum;2;142;109;76,76;340;40;363;3,33;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/Literatuurmuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/Literatuurmuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Gelders Archief;Gelders Archief;https://commons.wikimedia.org/wiki/Category:Gelders_Archief;1;546;110;20,15;284;28;357;3,25;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/GeldersArchief_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/GeldersArchief_Wikipedia_NS0_04092024.xlsx
04-09-2024;Fries Museum;Collections of the Fries Museum;https://commons.wikimedia.org/wiki/Category:Collections_of_the_Fries_Museum;6;1.323;153;11,56;261;32;356;2,33;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionsoftheFriesMuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionsoftheFriesMuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Anne Frank Stichting;Anne Frank Stichting (Amsterdam);https://commons.wikimedia.org/wiki/Category:Anne Frank Stichting (Amsterdam);4;298;55;18,46;261;64;370;6,73;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/AnneFrankStichting(Amsterdam)_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/AnneFrankStichting(Amsterdam)_Wikipedia_NS0_04092024.xlsx
04-09-2024;Atria, kennisinstituut voor emancipatie en vrouwengeschiedenis;Media from Atria, kennisinstituut voor emancipatie en vrouwengeschiedenis;https://commons.wikimedia.org/wiki/Category:Media_from_Atria,_kennisinstituut_voor_emancipatie_en_vrouwengeschiedenis;1;148;84;56,76;223;45;286;3,40;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/MediafromAtria,kennisinstituutvooremancipatieenvrouwengeschiedenis_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/MediafromAtria,kennisinstituutvooremancipatieenvrouwengeschiedenis_Wikipedia_NS0_04092024.xlsx
04-09-2024;Nederlands Openluchtmuseum;Nederlands Openluchtmuseum;https://commons.wikimedia.org/wiki/Category:Nederlands_Openluchtmuseum;2;2.259;205;9,07;217;48;449;2,19;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/NederlandsOpenluchtmuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/NederlandsOpenluchtmuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Universiteitsbibliotheek Maastricht;Images from Universiteitsbibliotheek Maastricht;https://commons.wikimedia.org/wiki/Category:Images_from_Universiteitsbibliotheek_Maastricht;0;3.226;147;4,56;204;50;263;1,79;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/ImagesfromUniversiteitsbibliotheekMaastricht_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/ImagesfromUniversiteitsbibliotheekMaastricht_Wikipedia_NS0_04092024.xlsx
04-09-2024;Erfgoed Leiden en Omstreken;Media contributed by Erfgoed Leiden en Omstreken;https://commons.wikimedia.org/wiki/Category:Media_contributed_by_Erfgoed_Leiden_en_Omstreken;1;605;155;25,62;179;30;243;1,57;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/MediacontributedbyErfgoedLeidenenOmstreken_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/MediacontributedbyErfgoedLeidenenOmstreken_Wikipedia_NS0_04092024.xlsx
04-09-2024;Joods Museum;Joods Historisch Museum;https://commons.wikimedia.org/wiki/Category:Joods_Historisch_Museum;2;573;69;12,04;179;35;237;3,43;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/JoodsHistorischMuseum_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/JoodsHistorischMuseum_Wikipedia_NS0_04092024.xlsx
04-09-2024;Wereldmuseum Leiden;Collection of Wereldmuseum Leiden;https://commons.wikimedia.org/wiki/Category:Collection of Wereldmuseum Leiden;3;528;66;12,50;168;53;258;3,91;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/CollectionofWereldmuseumLeiden_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/CollectionofWereldmuseumLeiden_Wikipedia_NS0_04092024.xlsx
04-09-2024;Netwerk Oorlogsbronnen;Media from Netwerk Oorlogsbronnen;https://commons.wikimedia.org/wiki/Category:Media_from_Netwerk_Oorlogsbronnen;1;1.638;124;7,57;148;22;228;1,84;https://kbnlwikimedia.github.io/GLAMorousToHTML/site/nde/MediafromNetwerkOorlogsbronnen_Wikipedia_NS0_04092024.html;https://kbnlwikimedia.github.io/GLAMorousToHTML/data/nde/MediafromNetwerkOorlogsbronnen_Wikipedia_NS0_04092024.xlsx
